chennai_junction_id,festival_id,festival_name,festival_day,hour,historical_festival_index,evening_peak_pattern,junction_baseline,prev_festival_behaviour,predicted_level,group_key
3,pongal,Pongal,1,7,0.25,0.0,0.47,0.38437233552576355,MODERATE,pongal_d1_3
3,pongal,Pongal,1,8,0.25,0.0,0.47,0.325056316371092,MODERATE,pongal_d1_3
3,pongal,Pongal,1,9,0.25,0.0,0.47,0.8093629988857367,MODERATE,pongal_d1_3
3,pongal,Pongal,1,10,0.25,0.0,0.47,0.6472646464062035,MODERATE,pongal_d1_3
3,pongal,Pongal,1,11,0.25,0.0,0.47,0.3069874879847444,MODERATE,pongal_d1_3
3,pongal,Pongal,1,12,0.25,0.0,0.47,0.5775653210837379,MODERATE,pongal_d1_3
3,pongal,Pongal,1,13,0.25,0.0,0.47,0.5712475705366242,MODERATE,pongal_d1_3
3,pongal,Pongal,1,14,0.25,0.0,0.47,0.4269092399032711,MODERATE,pongal_d1_3
3,pongal,Pongal,1,15,0.25,0.0,0.47,0.8503690313852319,MODERATE,pongal_d1_3
3,pongal,Pongal,1,16,0.25,0.0,0.47,0.7821658705528256,MODERATE,pongal_d1_3
3,pongal,Pongal,1,17,0.25,0.0,0.47,0.2405476165459313,MODERATE,pongal_d1_3
3,pongal,Pongal,1,18,0.25,1.0,0.47,0.8628646117085959,HIGH,pongal_d1_3
3,pongal,Pongal,1,19,0.25,1.0,0.47,0.5401933243216297,HIGH,pongal_d1_3
3,pongal,Pongal,1,20,0.25,1.0,0.47,0.732421515680062,HIGH,pongal_d1_3
3,pongal,Pongal,1,21,0.25,1.0,0.47,0.28987402514983396,HIGH,pongal_d1_3
3,pongal,Pongal,1,22,0.25,0.0,0.47,0.5848625154464607,MODERATE,pongal_d1_3
3,pongal,Pongal,1,23,0.25,0.0,0.47,0.8107031287596802,MODERATE,pongal_d1_3
4,pongal,Pongal,1,0,0.25,0.0,0.51,0.3482587438094574,MODERATE,pongal_d1_4
4,pongal,Pongal,1,1,0.25,0.0,0.51,0.7109517483629832,MODERATE,pongal_d1_4
4,pongal,Pongal,1,2,0.25,0.0,0.51,0.41820140391062643,MODERATE,pongal_d1_4
4,pongal,Pongal,1,3,0.25,0.0,0.51,0.6549146403476174,HIGH,pongal_d1_4
4,pongal,Pongal,1,4,0.25,0.0,0.51,0.5623030887249134,MODERATE,pongal_d1_4
4,pongal,Pongal,1,5,0.25,0.0,0.51,0.3572881359220902,MODERATE,pongal_d1_4
4,pongal,Pongal,1,6,0.25,0.0,0.51,0.6118161029200633,MODERATE,pongal_d1_4
4,pongal,Pongal,1,7,0.25,0.0,0.51,0.3541521691160916,MODERATE,pongal_d1_4
4,pongal,Pongal,1,8,0.25,0.0,0.51,0.6417720700890692,MODERATE,pongal_d1_4
4,pongal,Pongal,1,9,0.25,0.0,0.51,0.8337940091042895,MODERATE,pongal_d1_4
4,pongal,Pongal,1,10,0.25,0.0,0.51,0.24960014492205743,MODERATE,pongal_d1_4
4,pongal,Pongal,1,11,0.25,0.0,0.51,0.6682844448073963,MODERATE,pongal_d1_4
4,pongal,Pongal,1,12,0.25,0.0,0.51,0.2926182941075175,MODERATE,pongal_d1_4
4,pongal,Pongal,1,13,0.25,0.0,0.51,0.5997301653276992,HIGH,pongal_d1_4
4,pongal,Pongal,1,14,0.25,0.0,0.51,0.7492335970035273,MODERATE,pongal_d1_4
4,pongal,Pongal,1,15,0.25,0.0,0.51,0.3332869400533144,MODERATE,pongal_d1_4
4,pongal,Pongal,1,16,0.25,0.0,0.51,0.5017358276844642,MODERATE,pongal_d1_4
4,pongal,Pongal,1,17,0.25,0.0,0.51,0.5269172676256725,MODERATE,pongal_d1_4
4,pongal,Pongal,1,18,0.25,1.0,0.51,0.6713551831053111,HIGH,pongal_d1_4
4,pongal,Pongal,1,19,0.25,1.0,0.51,0.26889250980637125,HIGH,pongal_d1_4
4,pongal,Pongal,1,20,0.25,1.0,0.51,0.43751182377647424,HIGH,pongal_d1_4
4,pongal,Pongal,1,21,0.25,1.0,0.51,0.3740594337441999,HIGH,pongal_d1_4
4,pongal,Pongal,1,22,0.25,0.0,0.51,0.5140294834831923,MODERATE,pongal_d1_4
4,pongal,Pongal,1,23,0.25,0.0,0.51,0.39498160126685833,MODERATE,pongal_d1_4
5,pongal,Pongal,1,0,0.25,0.0,0.35,0.8462859194932089,MODERATE,pongal_d1_5
5,pongal,Pongal,1,1,0.25,0.0,0.35,0.8029443733332813,MODERATE,pongal_d1_5
5,pongal,Pongal,1,2,0.25,0.0,0.35,0.2354118306674169,MODERATE,pongal_d1_5
5,pongal,Pongal,1,3,0.25,0.0,0.35,0.7852193095559663,MODERATE,pongal_d1_5
5,pongal,Pongal,1,4,0.25,0.0,0.35,0.8484568881056893,MODERATE,pongal_d1_5
5,pongal,Pongal,1,5,0.25,0.0,0.35,0.3164177774227398,MODERATE,pongal_d1_5
5,pongal,Pongal,1,6,0.25,0.0,0.35,0.3496231094394272,MODERATE,pongal_d1_5
5,pongal,Pongal,1,7,0.25,0.0,0.35,0.24104477998052526,MODERATE,pongal_d1_5
5,pongal,Pongal,1,8,0.25,0.0,0.35,0.8897161906458082,MODERATE,pongal_d1_5
5,pongal,Pongal,1,9,0.25,0.0,0.35,0.7488494213639985,MODERATE,pongal_d1_5
5,pongal,Pongal,1,10,0.25,0.0,0.35,0.496105240193114,MODERATE,pongal_d1_5
5,pongal,Pongal,1,11,0.25,0.0,0.35,0.8967958826448996,MODERATE,pongal_d1_5
5,pongal,Pongal,1,12,0.25,0.0,0.35,0.7028857927074281,MODERATE,pongal_d1_5
5,pongal,Pongal,1,13,0.25,0.0,0.35,0.407695477846195,LOW,pongal_d1_5
5,pongal,Pongal,1,14,0.25,0.0,0.35,0.6054262035713793,MODERATE,pongal_d1_5
5,pongal,Pongal,1,15,0.25,0.0,0.35,0.7235828922653449,MODERATE,pongal_d1_5
5,pongal,Pongal,1,16,0.25,0.0,0.35,0.6089243161212798,LOW,pongal_d1_5
5,pongal,Pongal,1,17,0.25,0.0,0.35,0.7969039244337996,MODERATE,pongal_d1_5
5,pongal,Pongal,1,18,0.25,1.0,0.35,0.8725452322921152,HIGH,pongal_d1_5
5,pongal,Pongal,1,19,0.25,1.0,0.35,0.3300774726865062,HIGH,pongal_d1_5
5,pongal,Pongal,1,20,0.25,1.0,0.35,0.6726487875228631,HIGH,pongal_d1_5
5,pongal,Pongal,1,21,0.25,1.0,0.35,0.28392062976298693,HIGH,pongal_d1_5
5,pongal,Pongal,1,22,0.25,0.0,0.35,0.3723507434520374,MODERATE,pongal_d1_5
5,pongal,Pongal,1,23,0.25,0.0,0.35,0.6335670572324721,MODERATE,pongal_d1_5
6,pongal,Pongal,1,0,0.25,0.0,0.38999999999999996,0.6085706025038573,MODERATE,pongal_d1_6
6,pongal,Pongal,1,1,0.25,0.0,0.38999999999999996,0.854294380415499,MODERATE,pongal_d1_6
6,pongal,Pongal,1,2,0.25,0.0,0.38999999999999996,0.7013342605525903,MODERATE,pongal_d1_6
6,pongal,Pongal,1,3,0.25,0.0,0.38999999999999996,0.47705009275387816,MODERATE,pongal_d1_6
6,pongal,Pongal,1,4,0.25,0.0,0.38999999999999996,0.40999795585913357,MODERATE,pongal_d1_6
6,pongal,Pongal,1,5,0.25,0.0,0.38999999999999996,0.7263051446900815,MODERATE,pongal_d1_6
6,pongal,Pongal,1,6,0.25,0.0,0.38999999999999996,0.5207998658330103,MODERATE,pongal_d1_6
6,pongal,Pongal,1,7,0.25,0.0,0.38999999999999996,0.8972675134985661,MODERATE,pongal_d1_6
6,pongal,Pongal,1,8,0.25,0.0,0.38999999999999996,0.3492080185869283,MODERATE,pongal_d1_6
6,pongal,Pongal,1,9,0.25,0.0,0.38999999999999996,0.8532815645955962,MODERATE,pongal_d1_6
6,pongal,Pongal,1,10,0.25,0.0,0.38999999999999996,0.81548916973918,MODERATE,pongal_d1_6
6,pongal,Pongal,1,11,0.25,0.0,0.38999999999999996,0.3104227826500624,MODERATE,pongal_d1_6
6,pongal,Pongal,1,12,0.25,0.0,0.38999999999999996,0.6924779475611597,MODERATE,pongal_d1_6
6,pongal,Pongal,1,13,0.25,0.0,0.38999999999999996,0.8910631445420529,MODERATE,pongal_d1_6
6,pongal,Pongal,1,14,0.25,0.0,0.38999999999999996,0.20547617500651058,MODERATE,pongal_d1_6
6,pongal,Pongal,1,15,0.25,0.0,0.38999999999999996,0.40956512653998456,MODERATE,pongal_d1_6
6,pongal,Pongal,1,16,0.25,0.0,0.38999999999999996,0.8572510027489728,MODERATE,pongal_d1_6
6,pongal,Pongal,1,17,0.25,0.0,0.38999999999999996,0.28080006929337153,MODERATE,pongal_d1_6
6,pongal,Pongal,1,18,0.25,1.0,0.38999999999999996,0.587256548619371,HIGH,pongal_d1_6
6,pongal,Pongal,1,19,0.25,1.0,0.38999999999999996,0.6233808789211568,HIGH,pongal_d1_6
6,pongal,Pongal,1,20,0.25,1.0,0.38999999999999996,0.34251811862921705,HIGH,pongal_d1_6
6,pongal,Pongal,1,21,0.25,1.0,0.38999999999999996,0.3847887311412866,HIGH,pongal_d1_6
6,pongal,Pongal,1,22,0.25,0.0,0.38999999999999996,0.8337355437555263,MODERATE,pongal_d1_6
6,pongal,Pongal,1,23,0.25,0.0,0.38999999999999996,0.2646089273989134,MODERATE,pongal_d1_6
7,pongal,Pongal,1,0,0.25,0.0,0.43,0.39367615678057616,MODERATE,pongal_d1_7
7,pongal,Pongal,1,1,0.25,0.0,0.43,0.7397834561137389,MODERATE,pongal_d1_7
7,pongal,Pongal,1,2,0.25,0.0,0.43,0.38336868370404376,MODERATE,pongal_d1_7
7,pongal,Pongal,1,3,0.25,0.0,0.43,0.5861762947884739,MODERATE,pongal_d1_7
7,pongal,Pongal,1,4,0.25,0.0,0.43,0.20676878972583798,MODERATE,pongal_d1_7
7,pongal,Pongal,1,5,0.25,0.0,0.43,0.8181744753101001,MODERATE,pongal_d1_7
7,pongal,Pongal,1,6,0.25,0.0,0.43,0.5819132024438656,MODERATE,pongal_d1_7
7,pongal,Pongal,1,7,0.25,0.0,0.43,0.6077566965428558,MODERATE,pongal_d1_7
7,pongal,Pongal,1,8,0.25,0.0,0.43,0.28921186349749717,MODERATE,pongal_d1_7
7,pongal,Pongal,1,9,0.25,0.0,0.43,0.8292870421198129,MODERATE,pongal_d1_7
7,pongal,Pongal,1,10,0.25,0.0,0.43,0.802491807400632,MODERATE,pongal_d1_7
7,pongal,Pongal,1,11,0.25,0.0,0.43,0.34705357683782784,MODERATE,pongal_d1_7
7,pongal,Pongal,1,12,0.25,0.0,0.43,0.27195553517024995,MODERATE,pongal_d1_7
7,pongal,Pongal,1,13,0.25,0.0,0.43,0.8188942910157062,MODERATE,pongal_d1_7
7,pongal,Pongal,1,14,0.25,0.0,0.43,0.634463057105499,MODERATE,pongal_d1_7
7,pongal,Pongal,1,15,0.25,0.0,0.43,0.850916710985572,MODERATE,pongal_d1_7
7,pongal,Pongal,1,16,0.25,0.0,0.43,0.8833442230516739,MODERATE,pongal_d1_7
7,pongal,Pongal,1,17,0.25,0.0,0.43,0.816991343264327,MODERATE,pongal_d1_7
7,pongal,Pongal,1,18,0.25,1.0,0.43,0.7155951302285575,HIGH,pongal_d1_7
7,pongal,Pongal,1,19,0.25,1.0,0.43,0.8515711202338279,HIGH,pongal_d1_7
7,pongal,Pongal,1,20,0.25,1.0,0.43,0.8048448198626956,HIGH,pongal_d1_7
7,pongal,Pongal,1,21,0.25,1.0,0.43,0.38676399671613043,HIGH,pongal_d1_7
7,pongal,Pongal,1,22,0.25,0.0,0.43,0.27566693848206997,MODERATE,pongal_d1_7
7,pongal,Pongal,1,23,0.25,0.0,0.43,0.8010152759364471,MODERATE,pongal_d1_7
8,pongal,Pongal,1,0,0.25,0.0,0.47,0.7716106239178502,MODERATE,pongal_d1_8
8,pongal,Pongal,1,1,0.25,0.0,0.47,0.4136336071370204,MODERATE,pongal_d1_8
8,pongal,Pongal,1,2,0.25,0.0,0.47,0.3593168411854393,MODERATE,pongal_d1_8
8,pongal,Pongal,1,3,0.25,0.0,0.47,0.33519085182939606,MODERATE,pongal_d1_8
8,pongal,Pongal,1,4,0.25,0.0,0.47,0.8050470594212005,MODERATE,pongal_d1_8
8,pongal,Pongal,1,5,0.25,0.0,0.47,0.39538749490531,MODERATE,pongal_d1_8
8,pongal,Pongal,1,6,0.25,0.0,0.47,0.4797748690520426,MODERATE,pongal_d1_8
8,pongal,Pongal,1,7,0.25,0.0,0.47,0.5753510127351054,MODERATE,pongal_d1_8
8,pongal,Pongal,1,8,0.25,0.0,0.47,0.28073922629599934,MODERATE,pongal_d1_8
8,pongal,Pongal,1,9,0.25,0.0,0.47,0.32499747132072454,MODERATE,pongal_d1_8
8,pongal,Pongal,1,10,0.25,0.0,0.47,0.38582645376607805,MODERATE,pongal_d1_8
8,pongal,Pongal,1,11,0.25,0.0,0.47,0.504194630995251,MODERATE,pongal_d1_8
8,pongal,Pongal,1,12,0.25,0.0,0.47,0.41957411993649385,MODERATE,pongal_d1_8
8,pongal,Pongal,1,13,0.25,0.0,0.47,0.5579961417686347,MODERATE,pongal_d1_8
8,pongal,Pongal,1,14,0.25,0.0,0.47,0.6036116304476197,MODERATE,pongal_d1_8
8,pongal,Pongal,1,15,0.25,0.0,0.47,0.6961496986839194,MODERATE,pongal_d1_8
8,pongal,Pongal,1,16,0.25,0.0,0.47,0.8479026158493579,MODERATE,pongal_d1_8
8,pongal,Pongal,1,17,0.25,0.0,0.47,0.7036009994013919,MODERATE,pongal_d1_8
8,pongal,Pongal,1,18,0.25,1.0,0.47,0.6694399531030997,HIGH,pongal_d1_8
8,pongal,Pongal,1,19,0.25,1.0,0.47,0.24898166778841713,HIGH,pongal_d1_8
8,pongal,Pongal,1,20,0.25,1.0,0.47,0.4311400252298175,HIGH,pongal_d1_8
8,pongal,Pongal,1,21,0.25,1.0,0.47,0.7936106956544349,HIGH,pongal_d1_8
8,pongal,Pongal,1,22,0.25,0.0,0.47,0.4102255877478849,MODERATE,pongal_d1_8
8,pongal,Pongal,1,23,0.25,0.0,0.47,0.4858750360334518,MODERATE,pongal_d1_8
1,pongal,Pongal,2,0,0.33,0.0,0.38999999999999996,0.4069586417681629,MODERATE,pongal_d2_1
1,pongal,Pongal,2,1,0.33,0.0,0.38999999999999996,0.4943124336410358,MODERATE,pongal_d2_1
1,pongal,Pongal,2,2,0.33,0.0,0.38999999999999996,0.674122561690913,MODERATE,pongal_d2_1
1,pongal,Pongal,2,3,0.33,0.0,0.38999999999999996,0.6308604411659664,MODERATE,pongal_d2_1
1,pongal,Pongal,2,4,0.33,0.0,0.38999999999999996,0.5835560491949887,MODERATE,pongal_d2_1
1,pongal,Pongal,2,5,0.33,0.0,0.38999999999999996,0.40083960180824907,MODERATE,pongal_d2_1
1,pongal,Pongal,2,6,0.33,0.0,0.38999999999999996,0.6059893468369774,MODERATE,pongal_d2_1
1,pongal,Pongal,2,7,0.33,0.0,0.38999999999999996,0.5254917331729099,MODERATE,pongal_d2_1
1,pongal,Pongal,2,8,0.33,0.0,0.38999999999999996,0.3495909806923702,MODERATE,pongal_d2_1
1,pongal,Pongal,2,9,0.33,0.0,0.38999999999999996,0.8308265780797779,MODERATE,pongal_d2_1
1,pongal,Pongal,2,10,0.33,0.0,0.38999999999999996,0.31878397733863834,MODERATE,pongal_d2_1
1,pongal,Pongal,2,11,0.33,0.0,0.38999999999999996,0.5608164069406515,MODERATE,pongal_d2_1
1,pongal,Pongal,2,12,0.33,0.0,0.38999999999999996,0.43463177878686066,MODERATE,pongal_d2_1
1,pongal,Pongal,2,13,0.33,0.0,0.38999999999999996,0.7257966962785125,MODERATE,pongal_d2_1
1,pongal,Pongal,2,14,0.33,0.0,0.38999999999999996,0.3572484661981018,MODERATE,pongal_d2_1
1,pongal,Pongal,2,15,0.33,0.0,0.38999999999999996,0.21709777140877845,MODERATE,pongal_d2_1
1,pongal,Pongal,2,16,0.33,0.0,0.38999999999999996,0.5325954409531636,MODERATE,pongal_d2_1
1,pongal,Pongal,2,17,0.33,0.0,0.38999999999999996,0.2509797604291984,MODERATE,pongal_d2_1
1,pongal,Pongal,2,18,0.33,1.0,0.38999999999999996,0.6408357665163995,HIGH,pongal_d2_1
1,pongal,Pongal,2,19,0.33,1.0,0.38999999999999996,0.6874479753433534,HIGH,pongal_d2_1
1,pongal,Pongal,2,20,0.33,1.0,0.38999999999999996,0.3707891077049072,HIGH,pongal_d2_1
1,pongal,Pongal,2,21,0.33,1.0,0.38999999999999996,0.20388137269662224,HIGH,pongal_d2_1
1,pongal,Pongal,2,22,0.33,0.0,0.38999999999999996,0.7390323320018175,MODERATE,pongal_d2_1
1,pongal,Pongal,2,23,0.33,0.0,0.38999999999999996,0.49760233575991386,MODERATE,pongal_d2_1
2,pongal,Pongal,2,0,0.33,0.0,0.43,0.8705762295956778,MODERATE,pongal_d2_2
2,pongal,Pongal,2,1,0.33,0.0,0.43,0.23515286959844867,MODERATE,pongal_d2_2
2,pongal,Pongal,2,2,0.33,0.0,0.43,0.7938354431461618,MODERATE,pongal_d2_2
2,pongal,Pongal,2,3,0.33,0.0,0.43,0.7609916212055852,MODERATE,pongal_d2_2
2,pongal,Pongal,2,4,0.33,0.0,0.43,0.8915247171465135,MODERATE,pongal_d2_2
2,pongal,Pongal,2,5,0.33,0.0,0.43,0.865027725910209,MODERATE,pongal_d2_2
2,pongal,Pongal,2,6,0.33,0.0,0.43,0.628856625933234,HIGH,pongal_d2_2
2,pongal,Pongal,2,7,0.33,0.0,0.43,0.5533447153770814,MODERATE,pongal_d2_2
2,pongal,Pongal,2,8,0.33,0.0,0.43,0.5835103654275798,MODERATE,pongal_d2_2
2,pongal,Pongal,2,9,0.33,0.0,0.43,0.7205588095117095,HIGH,pongal_d2_2
2,pongal,Pongal,2,10,0.33,0.0,0.43,0.38143408392551353,MODERATE,pongal_d2_2
2,pongal,Pongal,2,11,0.33,0.0,0.43,0.6463630057433094,MODERATE,pongal_d2_2
2,pongal,Pongal,2,12,0.33,0.0,0.43,0.5649098689795875,MODERATE,pongal_d2_2
2,pongal,Pongal,2,13,0.33,0.0,0.43,0.3922182128422768,MODERATE,pongal_d2_2
2,pongal,Pongal,2,14,0.33,0.0,0.43,0.4000097056042068,MODERATE,pongal_d2_2
2,pongal,Pongal,2,15,0.33,0.0,0.43,0.42379669789313357,MODERATE,pongal_d2_2
2,pongal,Pongal,2,16,0.33,0.0,0.43,0.296861843061309,MODERATE,pongal_d2_2
2,pongal,Pongal,2,17,0.33,0.0,0.43,0.6857648686093365,MODERATE,pongal_d2_2
2,pongal,Pongal,2,18,0.33,1.0,0.43,0.24496019549971465,HIGH,pongal_d2_2
2,pongal,Pongal,2,19,0.33,1.0,0.43,0.5798277983527407,HIGH,pongal_d2_2
2,pongal,Pongal,2,20,0.33,1.0,0.43,0.34478407266008715,HIGH,pongal_d2_2
2,pongal,Pongal,2,21,0.33,1.0,0.43,0.8333869348381238,HIGH,pongal_d2_2
2,pongal,Pongal,2,22,0.33,0.0,0.43,0.6868660905485776,MODERATE,pongal_d2_2
2,pongal,Pongal,2,23,0.33,0.0,0.43,0.7359162032826485,MODERATE,pongal_d2_2
3,pongal,Pongal,2,0,0.33,0.0,0.47,0.20412725850879515,MODERATE,pongal_d2_3
3,pongal,Pongal,2,1,0.33,0.0,0.47,0.7274325875415701,MODERATE,pongal_d2_3
3,pongal,Pongal,2,2,0.33,0.0,0.47,0.8674012369290744,HIGH,pongal_d2_3
3,pongal,Pongal,2,3,0.33,0.0,0.47,0.7232609682846356,MODERATE,pongal_d2_3
3,pongal,Pongal,2,4,0.33,0.0,0.47,0.6222768122588689,MODERATE,pongal_d2_3
3,pongal,Pongal,2,5,0.33,0.0,0.47,0.3535951442350053,MODERATE,pongal_d2_3
3,pongal,Pongal,2,6,0.33,0.0,0.47,0.22031737396270068,MODERATE,pongal_d2_3
3,pongal,Pongal,2,7,0.33,0.0,0.47,0.6753993195198448,MODERATE,pongal_d2_3
3,pongal,Pongal,2,8,0.33,0.0,0.47,0.3155313118424562,MODERATE,pongal_d2_3
3,pongal,Pongal,2,9,0.33,0.0,0.47,0.2893394580968125,MODERATE,pongal_d2_3
3,pongal,Pongal,2,10,0.33,0.0,0.47,0.2188765163335964,MODERATE,pongal_d2_3
3,pongal,Pongal,2,11,0.33,0.0,0.47,0.5950743881173419,MODERATE,pongal_d2_3
3,pongal,Pongal,2,12,0.33,0.0,0.47,0.649924753606535,MODERATE,pongal_d2_3
3,pongal,Pongal,2,13,0.33,0.0,0.47,0.5231889108360581,MODERATE,pongal_d2_3
3,pongal,Pongal,2,14,0.33,0.0,0.47,0.4653727049316977,MODERATE,pongal_d2_3
3,pongal,Pongal,2,15,0.33,0.0,0.47,0.428792063416916,MODERATE,pongal_d2_3
3,pongal,Pongal,2,16,0.33,0.0,0.47,0.4653883508948954,HIGH,pongal_d2_3
3,pongal,Pongal,2,17,0.33,0.0,0.47,0.7823469996086907,HIGH,pongal_d2_3
3,pongal,Pongal,2,18,0.33,1.0,0.47,0.2573343629331498,HIGH,pongal_d2_3
3,pongal,Pongal,2,19,0.33,1.0,0.47,0.5775933335457736,HIGH,pongal_d2_3
3,pongal,Pongal,2,20,0.33,1.0,0.47,0.44497224060412877,HIGH,pongal_d2_3
3,pongal,Pongal,2,21,0.33,1.0,0.47,0.7468631347276264,HIGH,pongal_d2_3
3,pongal,Pongal,2,22,0.33,0.0,0.47,0.7279632428416682,HIGH,pongal_d2_3
3,pongal,Pongal,2,23,0.33,0.0,0.47,0.33955247765377305,HIGH,pongal_d2_3
4,pongal,Pongal,2,0,0.33,0.0,0.51,0.30666764204935326,MODERATE,pongal_d2_4
4,pongal,Pongal,2,1,0.33,0.0,0.51,0.6686211912339375,MODERATE,pongal_d2_4
