episode_id,tick,vehicle_count,queue_length,average_speed_kmh,q_north,q_south,q_east,q_west,vc_north,vc_south,vc_east,vc_west,remaining_seconds,traffic_mode_surge,phase_ns_green,phase_ew_green,phase_yellow,phase_all_red,label,future_queue
0,60,3.0,2.0,23.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0,LOW,2
0,63,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0,LOW,2
0,66,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0,LOW,2
0,69,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0,LOW,2
0,72,3.0,2.0,10.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0,LOW,2
0,75,3.0,2.0,13.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0,LOW,2
0,78,3.0,2.0,16.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0,LOW,2
0,81,3.0,2.0,19.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0,LOW,2
0,84,3.0,2.0,22.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0,LOW,2
0,87,3.0,2.0,24.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0,LOW,2
0,90,3.0,2.0,24.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0,LOW,2
0,93,4.0,2.0,25.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0,LOW,2
0,96,4.0,2.0,27.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0,LOW,2
0,99,4.0,2.0,30.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0,LOW,2
0,102,4.0,2.0,32.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0,LOW,2
0,105,4.0,2.0,34.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0,LOW,2
0,108,4.0,2.0,37.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0,LOW,2
0,111,4.0,2.0,38.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0,LOW,2
0,114,4.0,2.0,38.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0,LOW,3
0,117,5.0,2.0,35.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0,LOW,3
0,120,5.0,2.0,37.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0,LOW,3
0,123,5.0,2.0,39.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0,LOW,3
0,126,5.0,2.0,41.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0,LOW,3
0,129,5.0,2.0,42.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0,LOW,3
0,132,4.0,2.0,34.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0,LOW,3
0,135,4.0,2.0,34.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0,LOW,3
0,138,4.0,2.0,34.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0,LOW,3
0,141,5.0,2.0,35.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0,LOW,3
0,144,5.0,2.0,37.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0,LOW,3
0,147,4.0,2.0,29.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0,LOW,3
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,1
1,3,1.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,1
1,6,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,1
1,9,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,1
1,12,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,1
1,15,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,1
1,18,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,1
1,21,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,1
1,24,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,1
1,27,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,1
1,30,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,1
1,33,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,1
1,36,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,1
1,39,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,1
1,42,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,1
1,45,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,1
1,48,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,1
1,51,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,1
1,54,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,1
1,57,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,1
1,60,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,1
1,63,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,1
1,66,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,1
1,69,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,1
1,72,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,1
1,75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,1
1,78,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,1
1,81,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,1
1,84,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,1
1,87,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,2
1,90,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,2
1,93,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,2
1,96,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,2
1,99,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,2
1,102,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,2
1,105,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,2
1,108,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,2
1,111,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,2
1,114,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,2
1,117,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,2
1,120,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,2
1,123,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,2
1,126,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,2
1,129,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,2
1,132,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,2
1,135,2.0,2.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,2
1,138,2.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,2
1,141,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,2
1,144,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,2
1,147,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,LOW,2
2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,1
2,3,1.0,0.0,38.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,2
2,6,1.0,0.0,47.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,2
2,9,1.0,0.0,51.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,2
2,12,1.0,0.0,51.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,2
2,15,2.0,0.0,40.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,2
2,18,2.0,0.0,45.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,3
2,21,2.0,0.0,50.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,3
2,24,2.0,0.0,55.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,3
2,27,3.0,0.0,47.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,3
2,30,3.0,0.0,51.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,3
2,33,3.0,0.0,54.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,3
2,36,3.0,0.0,58.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,3
2,39,3.0,0.0,61.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,3
2,42,4.0,1.0,48.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,4
2,45,4.0,1.0,47.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,4
2,48,4.0,1.0,47.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,4
2,51,4.0,1.0,47.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,4
2,54,5.0,2.0,42.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,4
2,57,5.0,2.0,39.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,5
2,60,5.0,2.0,37.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,5
2,63,5.0,2.0,37.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,5
2,66,6.0,3.0,35.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,5
2,69,6.0,3.0,33.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,6
2,72,5.0,3.0,23.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,6
2,75,5.0,3.0,23.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,6
2,78,4.0,3.0,16.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,6
2,81,5.0,3.0,20.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,6
2,84,5.0,3.0,22.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,6
2,87,5.0,3.0,24.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,6
2,90,4.0,3.0,17.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,6
2,93,5.0,4.0,19.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,6
2,96,5.0,4.0,16.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,6
2,99,5.0,4.0,15.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,6
2,102,5.0,4.0,15.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,6
2,105,6.0,5.0,15.0,0.0,0.0,3.0,2.0,1.0,0.0,3.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,6
2,108,6.0,5.0,12.0,0.0,0.0,3.0,2.0,1.0,0.0,3.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,6
2,111,6.0,5.0,12.0,0.0,0.0,3.0,2.0,1.0,0.0,3.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,6
2,114,6.0,5.0,12.0,0.0,0.0,3.0,2.0,1.0,0.0,3.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,6
2,117,6.0,5.0,12.0,0.0,0.0,3.0,2.0,1.0,0.0,3.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,6
2,120,7.0,6.0,12.0,0.0,0.0,4.0,2.0,1.0,0.0,4.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,6
2,123,7.0,6.0,11.0,0.0,0.0,4.0,2.0,1.0,0.0,4.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,6
2,126,7.0,6.0,11.0,0.0,0.0,4.0,2.0,1.0,0.0,4.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,6
2,129,7.0,6.0,11.0,0.0,0.0,4.0,2.0,1.0,0.0,4.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,6
2,132,8.0,6.0,13.0,0.0,0.0,4.0,2.0,2.0,0.0,4.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,LOW,6
2,135,8.0,6.0,14.0,0.0,0.0,4.0,2.0,2.0,0.0,4.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,MODERATE,7
2,138,7.0,6.0,7.0,0.0,0.0,4.0,2.0,1.0,0.0,4.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,MODERATE,7
2,141,7.0,6.0,8.0,0.0,0.0,4.0,2.0,1.0,0.0,4.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,MODERATE,7
2,144,8.0,6.0,12.0,0.0,0.0,4.0,2.0,1.0,1.0,4.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,MODERATE,7
2,147,8.0,6.0,14.0,0.0,0.0,4.0,2.0,1.0,1.0,4.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,MODERATE,7
3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,1.0,0.0,0.0,0.0,LOW,1
3,3,1.0,1.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,40.0,0.0,1.0,0.0,0.0,0.0,LOW,1
3,6,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,40.0,0.0,1.0,0.0,0.0,0.0,LOW,1
3,9,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,40.0,0.0,1.0,0.0,0.0,0.0,LOW,1
3,12,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,40.0,0.0,1.0,0.0,0.0,0.0,LOW,1
3,15,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,40.0,0.0,1.0,0.0,0.0,0.0,LOW,1
3,18,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,40.0,0.0,1.0,0.0,0.0,0.0,LOW,1
3,21,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,40.0,0.0,1.0,0.0,0.0,0.0,LOW,1
3,24,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,40.0,0.0,1.0,0.0,0.0,0.0,LOW,1
3,27,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,40.0,0.0,1.0,0.0,0.0,0.0,LOW,1
3,30,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,40.0,0.0,1.0,0.0,0.0,0.0,LOW,1
3,33,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,40.0,0.0,1.0,0.0,0.0,0.0,LOW,1
3,36,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,40.0,0.0,1.0,0.0,0.0,0.0,LOW,1
3,39,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,40.0,0.0,1.0,0.0,0.0,0.0,LOW,1
3,42,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,40.0,0.0,1.0,0.0,0.0,0.0,LOW,1
3,45,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,40.0,0.0,1.0,0.0,0.0,0.0,LOW,1
3,48,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,40.0,0.0,1.0,0.0,0.0,0.0,LOW,1
3,51,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,40.0,0.0,1.0,0.0,0.0,0.0,LOW,1
3,54,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,40.0,0.0,1.0,0.0,0.0,0.0,LOW,1
3,57,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,40.0,0.0,1.0,0.0,0.0,0.0,LOW,1
3,60,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,40.0,0.0,1.0,0.0,0.0,0.0,LOW,1
3,63,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,40.0,0.0,1.0,0.0,0.0,0.0,LOW,1
3,66,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,40.0,0.0,1.0,0.0,0.0,0.0,LOW,1
3,69,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,40.0,0.0,1.0,0.0,0.0,0.0,LOW,1
3,72,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,40.0,0.0,1.0,0.0,0.0,0.0,LOW,1
3,75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,40.0,0.0,1.0,0.0,0.0,0.0,LOW,1
